1,0,0,1,0.34691,0,1,0.59577,0.43199
0,1,1,0,1,0,1,0.22313,0.25461
1,0,0,0,1,0,0.76728,0.090551,0.1567
0,0,1,1,1,0,0.86157,0.090551,0.1567
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
153.58,151.6,149.58,149.58,0,0,0,0,0
185.02,120.16,60.602,60.602,0,0,0,0,0
0,0,0,0,0,0,0,0,0
22.634,39.82,160.44,22.634,0,0,0,0,0
54.706,7.748,7.748,297.72,0,0,0,0,0
178.21,193.42,312.02,174.21,0,0,0,0,0
241.72,129.91,70.351,360.32,0,0,0,0,0
310.18,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
