1,0,1,1,0,1,0.39278,0.33333
0,1,0,1,0,0.45313,0.30361,0.33333
1,0,0,1,0,0.80202,0.30361,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
43.222,28.986,28.986,0,0,0,0,0
22.367,20.367,20.367,0,0,0,0,0
0,0,0,0,0,0,0,0
8.8262,72.578,8.826,0,0,0,0,0
31.682,19.226,62.178,0,0,0,0,0
54.048,103.56,39.812,0,0,0,0,0
56.048,41.593,84.545,0,0,0,0,0
79.149,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
