1,0,1,1,0,1,0.33334,0.33333
0,1,0,1,0,0.25893,0.33333,0.33333
1,0,0,1,0,0.3029,0.33333,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
25.549,23.203,23.203,0,0,0,0,0
24.91,17.689,17.689,0,0,0,0,0
0,0,0,0,0,0,0,0
2.8513,46.944,2.851,0,0,0,0,0
9.8241,3.414,48.631,0,0,0,0,0
30.4,72.147,28.055,0,0,0,0,0
36.734,23.103,68.32,0,0,0,0,0
57.796,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
