1,0,1,1,0,1,0.53483,0.33334
0,1,0,1,0,0.36494,0.23259,0.33333
1,0,0,1,0,0.73825,0.23259,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
39.485,37.446,37.446,0,0,0,0,0
28.464,16.226,16.226,0,0,0,0,0
0,0,0,0,0,0,0,0
0.45943,69.157,0.459,0,0,0,0,0
19.053,16.134,62.797,0,0,0,0,0
41.945,108.6,39.905,0,0,0,0,0
49.517,34.36,81.022,0,0,0,0,0
83.855,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
