1,1,0.14057,0,1,0.58602,0.5
0,0,1,0,1,0.41398,0.5
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
25.045,19.904,0,0,0,0,0
56.079,28.986,0,0,0,0,0
0,0,0,0,0,0,0
3.3523,3.352,0,0,0,0,0
12.015,43.639,0,0,0,0,0
30.397,25.256,0,0,0,0,0
70.093,74.624,0,0,0,0,0
93.194,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
2,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
