1,1,0,1,0,1,0.46642,0.44963
0,0,1,0.43907,0,1,0.067155,0.10073
0,1,0,1,0,0.58688,0.46642,0.44964
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
13.877,55.207,13.877,0,0,0,0,0
126.62,128.85,126.62,0,0,0,0,0
0,0,0,0,0,0,0,0
22.634,22.634,279.85,0,0,0,0,0
60.712,57.64,55.505,0,0,0,0,0
38.511,79.841,295.73,0,0,0,0,0
189.33,188.49,184.13,0,0,0,0,0
262.46,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
1,2,1,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
