1,1,1,0,1,0.5,0.5
0,0,1,0,0.47067,0.5,0.5
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
18.316,14.679,0,0,0,0,0
25.845,20.422,0,0,0,0,0
0,0,0,0,0,0,0
5.7372,5.737,0,0,0,0,0
11.899,36.57,0,0,0,0,0
26.053,22.416,0,0,0,0,0
39.744,58.992,0,0,0,0,0
63.714,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
2,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
