1,1,0,1,0,1,0.52555,0.33334
0,0,1,1,0,0.85674,0.23722,0.33333
1,0,0,1,0,0.20823,0.23722,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
16.248,9.399,9.399,0,0,0,0,0
29.509,27.332,27.332,0,0,0,0,0
0,0,0,0,0,0,0,0
9.2703,9.27,70.795,0,0,0,0,0
17.738,30.451,11.118,0,0,0,0,0
27.519,20.67,82.194,0,0,0,0,0
49.247,59.783,40.449,0,0,0,0,0
70.702,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
