1,1,1,0,1,0.5,0.5
0,0,1,0,0.31822,0.5,0.5
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
39.975,37.446,0,0,0,0,0
42.017,39.065,0,0,0,0,0
0,0,0,0,0,0,0
22.517,22.517,0,0,0,0,0
53.14,73.315,0,0,0,0,0
64.492,61.963,0,0,0,0,0
97.157,114.38,0,0,0,0,0
166.76,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
2,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
