1,1,0,0.031542,0,1,0.69689,0.54533
0,-0,1,1,0,1,0.15156,0.22734
1,0,0,1,0,1,0.15156,0.22734
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
22.367,7.609,7.609,0,0,0,0,0
8.4563,6.456,6.456,0,0,0,0,0
0,0,0,0,0,0,0,0
8.6887,8.689,36.383,0,0,0,0,0
24.6,26.754,18.317,0,0,0,0,0
33.056,18.298,45.992,0,0,0,0,0
35.056,35.21,26.773,0,0,0,0,0
50.721,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
