1,0,0,1,1,1,0,1,1,1
0,1,0,0,0,1,0,1,0.040945,0.065761
0,0,1,0,0,1,0,1,0.040673,0.0044178
1,0,0,0,0,0.1711,0,1,4.165e-06,0.00034268
0,1,0,1,1,1,0,1,0.040661,0.11019
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
6.4806,6.035,6.035,12.481,6.035,0,0,0,0,0
2.6979,0.698,0.698,2.698,0.698,0,0,0,0,0
-8.0351,6.035,6.035,6.481,6.035,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4.5771,12.401,6.577,4.577,4.577,0,0,0,0,0
10.36,3.668,995.84,12.36,17.31,0,0,0,0,0
23.093,14.401,4.577,6.577,6.577,0,0,0,0,0
13.058,20.436,14.612,19.058,12.612,0,0,0,0,0
15.058,6.366,998.54,17.058,20.008,0,0,0,0,0
17.058,22.436,12.612,15.058,14.612,0,0,0,0,0
29.67,1440,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,2,1,1,0,0,0,0,0
2,1,1,3,1,0,0,0,0,0
0,2,1,2,2,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
-1,0,1,2,0,0,0,0,0,0
0,3,3,3,3,0,0,0,0,0
