1,0,1,0,0.65594,0.5,0.5
0,0,1,0,0.27945,0.5,0.5
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
4.6701,4.67,0,0,0,0,0
1.2231,1.223,0,0,0,0,0
24.216,20.619,0,0,0,0,0
33.017,28.659,0,0,0,0,0
0,0,0,0,0,0,0
5.6106,1430,0,0,0,0,0
18.449,1418.5,0,0,0,0,0
27.614,1377.1,0,0,0,0,0
32.101,445.83,0,0,0,0,0
12.281,1436.6,0,0,0,0,0
21.672,1421.7,0,0,0,0,0
53.83,1399.8,0,0,0,0,0
67.118,476.49,0,0,0,0,0
92.008,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
2,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
