1,0,0,1,0,0.67839,0,1,0.732,0.59812
0,0,1,0,0,1,0,0.63647,0.063297,0.096324
0,1,0,0,1,1,0,0.39358,0.070705,0.10461
0,0,0,0,0,1,0,0.36534,0.063297,0.096324
1,0,0,0,0,1,0,0.87918,0.070705,0.10461
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
73.186,58.008,52.068,52.068,58.008,0,0,0,0,0
103.87,24.463,28.053,24.463,28.053,0,0,0,0,0
71.962,58.986,51.685,51.685,58.986,0,0,0,0,0
47.678,39.504,41.576,39.504,41.576,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3.5394,15.015,221.02,3.539,15.015,0,0,0,0,0
10.919,127.17,1.895,948.3,891.25,0,0,0,0,0
18.276,5.358,116,114.84,5.358,0,0,0,0,0
37.606,169.71,15.869,207.08,905.22,0,0,0,0,0
78.725,75.023,275.08,57.608,75.023,0,0,0,0,0
116.79,153.63,31.948,974.76,921.3,0,0,0,0,0
92.239,66.344,169.69,168.52,66.344,0,0,0,0,0
87.284,211.21,59.445,248.58,948.8,0,0,0,0,0
144.29,1440,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,1,1,2,0,0,0,0,0
2,1,1,1,1,0,0,0,0,0
3,1,1,1,1,0,0,0,0,0
4,1,2,1,2,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
0,3,3,3,3,0,0,0,0,0
