1,0,1,0,0.11925,0,1,0.25,0.25
0,1,-0,1,1,0,1,0.25,0.25
1,0,0,0,1,0,0.18723,0.25,0.25
0,0,1,1,1,0,0.1862,0.25,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
212.81,212.91,210.4,210.4,0,0,0,0,0
224.88,200.84,155.29,155.29,0,0,0,0,0
0,0,0,0,0,0,0,0,0
44.361,49.893,44.361,361.89,0,0,0,0,0
68.425,25.829,447.5,25.829,0,0,0,0,0
259.17,264.81,256.76,574.29,0,0,0,0,0
295.31,228.67,604.79,183.12,0,0,0,0,0
440.77,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
