1,1,1,0,0.066006,0,1,0.58393,0.37623
0,0,-0,1,1,0,0.17875,0.13512,0.20573
1,0,1,0,1,0,1,0.14582,0.2123
0,1,0,1,1,0,0,0.13512,0.20573
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0
102.52,52.322,54.936,52.322,0,0,0,0,0
61.874,61.874,73.123,61.874,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.7477,5.748,5.748,148.84,0,0,0,0,0
16.975,868.77,16.975,11.86,0,0,0,0,0
110.26,60.07,62.684,203.16,0,0,0,0,0
80.85,932.65,92.098,75.734,0,0,0,0,0
164.21,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0
2,1,2,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
