1,0,1,0,0.27703,0,1,0.42984,0.25
0,1,-0,1,1,0,1,0.26511,0.25
1,0,0,0,1,0,0.34747,0.15252,0.25
0,0,1,1,1,0,0.32168,0.15252,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
167.57,151.41,148.53,148.53,0,0,0,0,0
178.96,140.02,95.47,95.47,0,0,0,0,0
0,0,0,0,0,0,0,0,0
25.315,57.187,25.315,233.96,0,0,0,0,0
56.673,25.829,314.06,25.829,0,0,0,0,0
194.89,210.6,175.84,384.49,0,0,0,0,0
237.63,167.85,411.53,123.3,0,0,0,0,0
322.98,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
