1,1,0,1,0,1,0.43308,0.33333
0,0,1,1,0,0.51479,0.28346,0.33333
1,0,0,1,0,0,0.28346,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
29.508,19.098,19.098,0,0,0,0,0
28.58,26.19,26.19,0,0,0,0,0
0,0,0,0,0,0,0,0
8.4628,8.463,68.482,0,0,0,0,0
21.139,48.392,12.263,0,0,0,0,0
39.971,29.56,89.579,0,0,0,0,0
51.719,76.583,40.453,0,0,0,0,0
71.284,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
