1,0,0,1,0.085777,0,1,0.73448,0.60344
0,1,1,0,1,0,1,0.11119,0.15614
1,0,0,0,1,0,1,0.077167,0.12021
0,0,1,1,1,0,1,0.077167,0.12021
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
67.671,67.594,65.113,65.113,0,0,0,0,0
102.25,33.016,19.623,19.623,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.1612,11.183,52.16,5.161,0,0,0,0,0
12.992,3.352,3.352,134.11,0,0,0,0,0
74.832,80.777,119.27,72.274,0,0,0,0,0
117.24,38.368,24.975,155.74,0,0,0,0,0
139.63,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
