1,0,1,0.066872,0,1,0.72521,0.58781
0,1,0,1,0,0.51842,0.1374,0.20609
1,0,0,1,0,1,0.1374,0.20609
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
38.876,36.843,36.843,0,0,0,0,0
72.016,19.601,19.601,0,0,0,0,0
0,0,0,0,0,0,0,0
9.536,55.469,9.536,0,0,0,0,0
21.944,17.774,76.847,0,0,0,0,0
50.412,94.312,48.379,0,0,0,0,0
95.96,39.375,98.448,0,0,0,0,0
104.14,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
