1,1,0,0.76313,0,1,0.40266,0.33333
0,0,1,1,0,1,0.29867,0.33333
1,0,0,1,0,0,0.29867,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
22.337,14.858,14.858,0,0,0,0,0
43.348,30.34,30.34,0,0,0,0,0
0,0,0,0,0,0,0,0
4.2929,4.293,68.681,0,0,0,0,0
10.308,39.473,7.988,0,0,0,0,0
28.63,21.151,85.539,0,0,0,0,0
55.656,71.812,40.328,0,0,0,0,0
80.177,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
