1,0,1,0,0.28205,0,1,0.43916,0.25004
0,1,0,1,1,0,1,0.27255,0.25001
1,0,0,0,1,0,0.40998,0.14415,0.24997
0,0,1,1,1,0,0.38766,0.14415,0.24997
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
141.17,135.04,132.26,132.26,0,0,0,0,0
154.43,121.78,78.171,78.171,0,0,0,0,0
0,0,0,0,0,0,0,0,0
17.774,36.14,17.774,185.6,0,0,0,0,0
45.016,8.898,267.97,8.898,0,0,0,0,0
160.95,173.18,152.03,319.86,0,0,0,0,0
201.45,132.67,348.14,89.068,0,0,0,0,0
289.49,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
