1,0,1,0,0.84896,0,1,0.59874,0.40928
0,1,0,1,1,0,1,0.17849,0.2279
1,0,0,0,1,0,0.85013,0.11139,0.18141
0,0,1,1,1,0,0.5936,0.11139,0.18141
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
35.279,38.855,31.796,31.796,0,0,0,0,0
46.619,27.515,20.072,20.072,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6.5751,17.089,6.575,55.791,0,0,0,0,0
13.018,10.646,71.207,10.646,0,0,0,0,0
43.854,57.944,40.371,89.587,0,0,0,0,0
61.637,40.161,93.28,32.718,0,0,0,0,0
84.429,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
