1,0,1,1,0,1,0.33333,0.33333
0,1,0,1,0,0.16166,0.33333,0.33333
1,0,0,1,0,0.17409,0.33333,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
25.806,23.798,23.798,0,0,0,0,0
25.231,20.367,20.367,0,0,0,0,0
0,0,0,0,0,0,0,0
5.753,53.058,5.753,0,0,0,0,0
10.387,5.724,54.723,0,0,0,0,0
33.559,78.856,31.551,0,0,0,0,0
37.618,28.091,77.09,0,0,0,0,0
61.051,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
