1,1,1,0,1,0.5,0.5
0,0,1,0,0.48554,0.5,0.5
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
24.148,21.303,0,0,0,0,0
34.201,25.677,0,0,0,0,0
0,0,0,0,0,0,0
4.4105,4.411,0,0,0,0,0
13.166,45.106,0,0,0,0,0
30.558,27.713,0,0,0,0,0
49.367,72.783,0,0,0,0,0
82.259,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
2,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
