1,0,1,1,0,1,0.49029,0.33333
0,1,0,1,0,0.72949,0.25485,0.33333
1,0,0,1,0,0.87278,0.25485,0.33333
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
30.713,22.63,22.63,0,0,0,0,0
24.761,15.045,15.045,0,0,0,0,0
0,0,0,0,0,0,0,0
6.1842,42.804,6.184,0,0,0,0,0
19.801,5.841,49.91,0,0,0,0,0
38.897,67.434,30.814,0,0,0,0,0
46.562,22.886,66.955,0,0,0,0,0
65.513,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
