1,0,0,1,1,0,1,0.25,0.25
0,1,1,0,1,0,1,0.25,0.25
1,0,0,0,1,0,0.44963,0.25,0.25
0,0,1,1,1,0,0.43786,0.25,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
35.246,33.187,25.49,25.49,0,0,0,0,0
19.015,25.829,19.015,19.015,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.4771,7.997,47.967,5.477,0,0,0,0,0
9.914,3.56,3.56,58.062,0,0,0,0,0
42.723,43.183,75.457,32.967,0,0,0,0,0
30.929,31.389,24.574,79.076,0,0,0,0,0
65.125,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
