1,1,0,1,1,0,1,1,1
0,0,1,0,0,0,1,2.8137e-12,1.1618e-11
0,1,0,0,1,0,0,0.002717,0.004059
1,0,1,1,1,0,1,0.002717,0.004059
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
5.0765,11.894,5.077,5.077,0,0,0,0,0
-9.5175,984.55,5.517,5.517,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.4984,441.41,19.171,1.498,0,0,0,0,0
18.092,447.78,4.577,986.9,0,0,0,0,0
8.575,455.3,26.248,8.575,0,0,0,0,0
10.575,1434.3,12.095,994.42,0,0,0,0,0
24.67,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0
0,2,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
