1,0,1,0,1,0,1,0.25,0.25
0,1,0,1,1,0,0.093371,0.25,0.25
1,0,0,0,1,0,0.16972,0.25,0.25
0,0,1,1,1,0,0.15473,0.25,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
87.818,91.832,84.62,84.62,0,0,0,0,0
92.454,87.195,72.296,72.296,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3.1215,19.299,3.122,164.13,0,0,0,0,0
12.454,9.967,170.23,9.967,0,0,0,0,0
92.939,113.13,89.741,250.75,0,0,0,0,0
106.91,99.162,244.52,84.262,0,0,0,0,0
187.52,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
