1,1,0,1,0,1,0.37408,0.33333
0,0,1,0.32489,0,1,0.25184,0.33333
0,1,0,1,0,0.30155,0.37408,0.33333
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
10.368,13.066,10.368,0,0,0,0,0
6.7448,12.101,6.745,0,0,0,0,0
0,0,0,0,0,0,0,0
12.263,12.263,32.819,0,0,0,0,0
29.377,22.582,8.091,0,0,0,0,0
24.631,27.329,45.187,0,0,0,0,0
38.122,36.683,16.835,0,0,0,0,0
45.279,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
1,2,1,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
