1,0,1,0,1,0.5,0.5
0,1,1,0,0.56202,0.5,0.5
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
8.7905,8.791,0,0,0,0,0
18.706,18.706,0,0,0,0,0
0,0,0,0,0,0,0
6.9073,46.745,0,0,0,0,0
25.682,16.297,0,0,0,0,0
17.698,57.535,0,0,0,0,0
46.388,37.003,0,0,0,0,0
57.668,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
