VendorID,timestamp,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,origin_id,destination_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-01-01 00:02:00,1/1/2017 0:24,1,3.97,1,N,186,263,1,17,0.5,0.5,5.49,0,0.3,23.79
2,2017-01-01 00:02:00,1/1/2017 0:09,5,0.93,1,N,4,79,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-01-01 00:02:00,1/1/2017 0:10,1,1.03,1,N,141,233,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2017-01-01 00:02:00,1/1/2017 0:29,1,8.36,1,N,239,198,2,27,0.5,0.5,0,0,0.3,28.3
1,2017-01-01 00:02:00,1/1/2017 0:05,2,0.6,1,N,137,137,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2017-01-01 00:02:00,1/1/2017 0:09,1,0.85,1,N,137,186,1,6.5,0.5,0.5,1.95,0,0.3,9.75
1,2017-01-01 00:02:00,1/1/2017 0:02,1,0,5,N,170,170,1,65.55,0,0,5,0,0.3,70.85
2,2017-01-01 00:02:00,1/1/2017 23:57,3,1.09,1,N,243,244,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-01-01 00:02:00,1/1/2017 0:08,6,1.2,1,N,229,170,1,6,0.5,0.5,1,0,0.3,8.3
1,2017-01-01 00:02:00,1/1/2017 0:19,2,6.1,1,N,114,262,1,20,0.5,0.5,10,0,0.3,31.3
1,2017-01-01 00:02:00,1/1/2017 0:19,1,7.3,1,N,48,48,1,22.5,0.5,0.5,0,0,0.3,23.8
1,2017-01-01 00:02:00,1/1/2017 0:12,3,1.2,1,N,264,79,2,8,0.5,0.5,0,0,0.3,9.3
1,2017-01-01 00:02:00,1/1/2017 0:08,1,1,1,N,237,141,1,6,0.5,0.5,1.1,0,0.3,8.4
2,2017-01-01 00:02:00,1/1/2017 0:22,1,4.62,1,N,211,140,1,18,0.5,0.5,3.86,0,0.3,23.16
2,2017-01-01 00:02:00,1/1/2017 0:21,1,3.19,1,N,68,238,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2017-01-01 00:02:00,1/1/2017 0:03,1,0.38,1,N,68,246,1,3,0.5,0.5,2,0,0.3,6.3
1,2017-01-01 00:02:00,1/1/2017 0:12,1,3.8,1,N,79,88,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2017-01-01 00:02:00,1/1/2017 0:15,1,4.1,1,N,164,75,2,14,0.5,0.5,0,0,0.3,15.3
2,2017-01-01 00:02:00,1/1/2017 0:10,2,1.42,1,N,239,142,1,8,0.5,0.5,2,0,0.3,11.3
2,2017-01-01 00:02:00,1/1/2017 0:28,1,3.49,1,N,79,48,2,17,0.5,0.5,0,0,0.3,18.3
1,2017-01-01 00:02:00,1/1/2017 0:11,1,1.9,1,N,142,236,1,9,0.5,0.5,2.06,0,0.3,12.36
1,2017-01-01 00:02:00,1/1/2017 0:30,2,2.4,1,N,158,161,2,17.5,0.5,0.5,0,0,0.3,18.8
1,2017-01-01 00:02:00,1/1/2017 0:23,1,14.2,1,N,144,134,2,39,0.5,0.5,0,0,0.3,40.3
1,2017-01-01 00:02:00,1/1/2017 0:06,1,0.8,1,N,230,237,2,5,0.5,0.5,0,0,0.3,6.3
1,2017-01-01 00:02:00,1/1/2017 0:04,1,0.4,1,N,224,107,1,3.5,0.5,0.5,0.95,0,0.3,5.75
2,2017-01-01 00:02:00,1/1/2017 0:13,2,1.04,1,N,137,170,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-01-01 00:02:00,1/1/2017 0:10,5,1.22,1,N,48,143,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-01-01 00:02:00,1/1/2017 0:13,5,2.31,1,N,158,144,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2017-01-01 00:02:00,1/1/2017 0:07,2,1.1,1,N,188,190,1,6.5,0.5,0.5,0,0,0.3,7.8
2,2017-01-01 00:02:00,1/1/2017 0:19,1,2.57,1,N,79,68,2,13,0.5,0.5,0,0,0.3,14.3
1,2017-01-01 00:02:00,1/1/2017 0:14,1,2.1,1,N,158,4,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-01-01 00:02:00,1/1/2017 0:09,1,1.79,1,N,161,141,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-01-01 00:02:00,1/1/2017 0:28,1,2.42,1,N,231,186,1,16,0.5,0.5,3.46,0,0.3,20.76
1,2017-01-01 00:02:00,1/1/2017 0:09,1,1,1,N,43,162,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2017-01-01 00:02:00,1/1/2017 0:16,1,4.2,1,N,162,45,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2017-01-01 00:02:00,1/1/2017 0:17,1,1.73,1,N,113,170,2,11,0.5,0.5,0,0,0.3,12.3
1,2017-01-01 00:02:00,1/1/2017 0:18,2,5.8,1,N,163,87,1,19,0.5,0.5,4.05,0,0.3,24.35
2,2017-01-01 00:02:00,1/1/2017 0:04,3,0.27,1,N,114,114,1,3.5,0.5,0.5,0.96,0,0.3,5.76
1,2017-01-01 00:02:00,1/1/2017 0:12,2,0.9,1,N,68,164,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2017-01-01 00:02:00,1/1/2017 0:10,1,1.17,1,N,246,48,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2017-01-01 00:02:00,1/1/2017 0:12,1,1.54,1,N,231,79,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2017-01-01 00:02:00,1/1/2017 0:13,1,2.35,1,N,158,144,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-01-01 00:02:00,1/1/2017 0:22,2,1.6,1,N,114,186,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2017-01-01 00:02:00,1/1/2017 0:14,1,6.5,1,N,148,260,2,19.5,0.5,0.5,0,0,0.3,20.8
1,2017-01-01 00:02:00,1/1/2017 0:18,1,3.7,1,N,148,112,1,14.5,0.5,0.5,3.15,0,0.3,18.95
1,2017-01-01 00:02:00,1/1/2017 0:23,2,6.2,1,N,79,238,2,20,0.5,0.5,0,0,0.3,21.3
2,2017-01-01 00:02:00,1/1/2017 0:31,1,10.53,1,N,138,68,1,33,0.5,0.5,7.97,5.54,0.3,47.81
2,2017-01-01 00:02:00,1/1/2017 0:09,5,3.31,1,N,138,260,1,11,0.5,0.5,5,0,0.3,17.3
2,2017-01-01 00:02:00,1/1/2017 0:13,1,2.41,1,N,188,89,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-01-01 00:02:00,1/1/2017 0:31,3,10.49,1,N,138,211,1,33,0.5,0.5,6.86,0,0.3,41.16
1,2017-01-01 00:02:00,1/1/2017 0:23,1,7.5,1,N,232,75,1,24.5,0.5,0.5,5.15,0,0.3,30.95
1,2017-01-01 00:02:00,1/1/2017 0:25,1,9.6,1,N,170,243,1,29.5,0.5,0.5,3.5,0,0.3,34.3
2,2017-01-01 00:02:00,1/1/2017 0:21,1,8.73,1,N,138,236,2,25.5,0.5,0.5,0,5.54,0.3,32.34
1,2017-01-01 00:02:00,1/1/2017 0:14,1,1.7,1,N,238,143,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-01-01 00:02:00,1/1/2017 0:07,1,0.9,1,N,163,229,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-01-01 00:02:00,1/1/2017 0:10,4,1.77,1,N,65,17,1,8,0.5,0.5,2.32,0,0.3,11.62
2,2017-01-01 00:02:00,1/1/2017 0:18,1,3.22,1,N,239,233,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,2017-01-01 00:02:00,1/1/2017 0:19,1,7.7,1,N,79,82,1,23.5,0.5,0.5,4,0,0.3,28.8
2,2017-01-01 00:02:00,1/1/2017 0:13,5,5.47,1,N,229,88,1,17,0.5,0.5,0,0,0.3,18.3
2,2017-01-01 00:02:00,1/1/2017 0:15,2,2.66,1,N,148,233,2,11,0.5,0.5,0,0,0.3,12.3
2,2017-01-01 00:02:00,1/1/2017 0:18,1,4.81,1,N,234,33,2,16.5,0.5,0.5,0,0,0.3,17.8
2,2017-01-01 00:02:00,1/1/2017 0:30,1,5.15,1,N,211,236,1,21,0.5,0.5,4.46,0,0.3,26.76
1,2017-01-01 00:02:00,1/1/2017 0:07,1,1.2,1,N,263,140,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-01-01 00:02:00,1/1/2017 0:12,3,2.09,1,N,142,162,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-01-01 00:02:00,1/1/2017 0:26,2,5.38,1,N,158,140,2,20.5,0.5,0.5,0,0,0.3,21.8
2,2017-01-01 00:02:00,1/1/2017 0:16,1,1.61,1,N,107,68,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-01-01 00:02:00,1/1/2017 0:03,1,0.37,1,N,7,7,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2017-01-01 00:02:00,1/1/2017 0:09,1,0.9,1,N,164,68,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-01-01 00:02:00,1/1/2017 0:26,2,2.54,1,N,238,48,1,16,0.5,0.5,3.46,0,0.3,20.76
2,2017-01-01 00:02:00,1/1/2017 0:13,6,1.78,1,N,233,90,2,9,0.5,0.5,0,0,0.3,10.3
1,2017-01-01 00:02:00,1/1/2017 0:23,1,6.8,1,N,157,232,4,22,0.5,0.5,0,0,0.3,23.3
1,2017-01-01 00:02:00,1/1/2017 0:27,1,2.2,1,N,161,50,1,16,0.5,0.5,5,0,0.3,22.3
2,2017-01-01 00:02:00,1/1/2017 0:27,1,17.79,2,N,132,74,2,52,0,0.5,0,5.54,0.3,58.34
1,2017-01-01 00:02:00,1/1/2017 0:22,1,7.8,1,N,148,24,1,24,0.5,0.5,5.05,0,0.3,30.35
2,2017-01-01 00:02:00,1/1/2017 0:13,1,6.94,1,N,132,76,2,20,0.5,0.5,0,0,0.3,21.3
2,2017-01-01 00:02:00,1/1/2017 0:22,2,15.52,1,N,132,255,1,41.5,0.5,0.5,10.7,0,0.3,53.5
2,2017-01-01 00:02:00,1/1/2017 0:15,1,1.39,1,N,137,186,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-01-01 00:02:00,1/1/2017 0:09,3,3.5,2,N,223,74,1,52,0,0.5,5,5.54,0.3,63.34
1,2017-01-01 00:02:00,1/1/2017 0:17,2,1.3,1,N,164,48,1,10,0.5,0.5,1,0,0.3,12.3
2,2017-01-01 00:02:00,1/1/2017 0:06,1,0.64,1,N,100,68,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-01-01 00:02:00,1/1/2017 0:20,1,6.8,1,N,79,260,2,21.5,0.5,0.5,0,0,0.3,22.8
1,2017-01-01 00:02:00,1/1/2017 0:15,1,2.4,1,N,170,125,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-01-01 00:02:00,1/1/2017 0:06,1,0.13,1,N,48,48,2,4,0.5,0.5,0,0,0.3,5.3
2,2017-01-01 00:02:00,1/1/2017 0:17,6,3.16,1,N,163,79,1,12.5,0.5,0.5,1.5,0,0.3,15.3
2,2017-01-01 00:02:00,1/1/2017 0:08,1,0.75,1,N,230,163,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-01-01 00:02:00,1/1/2017 0:05,1,0.62,1,N,75,75,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2017-01-01 00:02:00,1/1/2017 0:27,1,3.5,1,N,255,231,1,17.5,0.5,0.5,4.7,0,0.3,23.5
2,2017-01-01 00:02:00,1/1/2017 0:13,2,2.89,1,N,170,140,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2017-01-01 00:02:00,1/1/2017 0:08,2,1.2,1,N,113,68,2,6,0.5,0.5,0,0,0.3,7.3
1,2017-01-01 00:02:00,1/1/2017 0:13,3,1.7,1,N,234,148,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-01-01 00:02:00,1/1/2017 0:22,2,2.18,1,N,68,79,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,2017-01-01 00:02:00,1/1/2017 0:09,1,2.46,1,N,209,232,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-01-01 00:02:00,1/1/2017 0:24,1,0.99,1,N,48,186,2,13,0.5,0.5,0,0,0.3,14.3
2,2017-01-01 00:02:00,1/1/2017 0:39,2,2.93,1,N,142,90,1,22,0.5,0.5,3,0,0.3,26.3
1,2017-01-01 00:02:00,1/1/2017 0:19,1,2.3,1,N,141,170,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2017-01-01 00:02:00,1/1/2017 0:28,1,8.7,1,N,113,244,1,28.5,0.5,0.5,5.95,0,0.3,35.75
2,2017-01-01 00:02:00,1/1/2017 0:07,1,1.05,1,N,90,107,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-01-01 00:02:00,1/1/2017 0:30,1,5.94,1,N,211,75,1,21.5,0.5,0.5,0,0,0.3,22.8
2,2017-01-01 00:02:00,1/1/2017 0:19,1,1.34,1,N,107,164,2,11,0.5,0.5,0,0,0.3,12.3
1,2017-01-01 00:02:00,1/1/2017 0:15,1,5.1,1,N,107,74,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2017-01-01 00:02:00,1/1/2017 0:28,1,7.78,1,N,239,129,2,25.5,0.5,0.5,0,0,0.3,26.8
2,2017-01-01 00:02:00,1/1/2017 0:23,2,5.19,1,N,48,146,2,18.5,0.5,0.5,0,0,0.3,19.8
