1,0,0,0,0,0.5,0.5
0,1,1,0,0.028459,0.5,0.5
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
114.7,90.193,0,0,0,0,0
119.05,116.8,0,0,0,0,0
0,0,0,0,0,0,0
6.0468,232.66,0,0,0,0,0
19.726,5.776,0,0,0,0,0
122.74,324.85,0,0,0,0,0
140.77,124.58,0,0,0,0,0
254.69,1440,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
2,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
